"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Virginia Woolf : music, sound, language","","019508046","Monograph","Language material ; Text","Volume","","","9781487504267","Clements, Elicia","1970-","person","author","Clements, Elicia, 1970-, author [person]","","","Canada ; England ; United States of America","Buffalo ; London ; Toronto","University of Toronto Press","2019","","x, 288 pages, music, 24 cm","823.912","YD.2019.a.5347","Music in literature ; Sound in literature ; Woolf, Virginia, 1882-1941--Knowledge--Music ; 1900-1999 ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Aesthetics ; Music and literature ; Music and literature--History--20th century","Criticsm and interpretation ; History","English","",""
"Virginia Woolf : new critical essays","","009455437","Monograph","Language material ; Text","Volume","GB8431966","","9780389203759 ; 9780854780556","","","","","Grundy, Isobel, editor [person] ; Clements, Patricia, 1940-, editor [person]","Critical studies series","","England","London","Vision","1983","","224 pages, 23 cm","823.912","83/35184 ; X.950/33878","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--1882-1941","","English","Includes index",""
"Virginia Woolf : on women and writing","","007035866","Monograph","Language material ; Text","Volume","GBA205968","","9780704338395","Woolf, Virginia","1882-1941","person","","Woolf, Virginia, 1882-1941 [person] ; Barrett, Michèle, 1949- [person]","","","England","London","Women's","2001","","198 pages, 20 cm","828.91208","","Feminist literary criticism ; Women in literature","","English","",""
"Virginia Woolf : public and private negotiations","","010679926","Monograph","Language material ; Text","Volume","GBA045882","","9780312228392 ; 9780333760277","Snaith, Anna","","person","author","Snaith, Anna, author [person]","","","England ; United States of America","New York","St Martin's","2000","","xi, 194 pages, 23 cm","823.912","YC.2001.a.11673 ; m00/29218","Feminism and literature--England--History--20th century ; Authors and readers--England--History--20th century ; Narration (Rhetoric) ; Feminist fiction, English--History and criticism ; Woolf, Virginia, 1882-1941--Political and social views ; Privacy in literature ; Women and literature--England--History--20th century","","English","",""
"Virginia Woolf : public and private negotiations","","011625631","Monograph","Language material ; Text","Volume","GBA3Z3923","","9781403911780","Snaith, Anna","","person","","Snaith, Anna [person]","","","England","Basingstoke","Palgrave Macmillan","2003","","208 pages, 22 cm","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Includes index ; Originally published: 2000",""
"Virginia Woolf : reading the Renaissance","","007131995","Monograph","Language material ; Text","Volume","","","9780821412695","","","","","Greene, Sally, editor [person]","","","United States of America","Athens","Ohio University Press","1999","","xi, 295 pages, illustrations, 24 cm","823.912","99/29905","European literature--Renaissance, 1450-1600--History and criticism--Theory, etc ; Renaissance in literature ; European literature--Renaissance, 1450-1600--Appreciation--England ; English fiction--European influences ; Woolf, Virginia, 1882-1941--Knowledge--Literature","","English","",""
"Virginia Woolf : revaluation and continuity : a collection of essays","","008748456","Monograph","Language material ; Text","Volume","GB8008037","","9780520036253","","","","","Freedman, Ralph, 1920-2016, editor [person]","","","England","Berkeley ; London","University of California Press","1980","","ix, 300 pages, 1 portrait, 22 cm","823.912","80/8361 ; X.989/88003","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Fiction in English--Woolf, Virginia","","English","bibliography: p. 287-291. - Includes index",""
"Virginia Woolf : revaluation and continuity : a collection of essays","","020038782","Monograph","Language material ; Text","Volume","GBC178596","","9780520302822","","","","","Freedman, Ralph, 1920-2016, editor ; writer [person]","UC Press voices revived","","United States of America","Berkeley","University of California Press","2018","","ix, 299 pages, 1 illustration, 22 cm","","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","reprinted First published: 1980",""
"Virginia Woolf : selected novels","Mrs. Dalloway ; Novels. Selections ; Orlando ; Room of one's own ; To the lighthouse","016530866","Monograph","Language material ; Text","Online resource (ePub ebook ; PDF ebook ; Mobipocket ebook)","GBB3A0094","","9780857285034 ; 9780857286017 ; 9780857286215","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941 [person] ; Woolf, Virginia, 1882-1941, author [person]","Anthem classics deluxe edition","","England","London","Anthem","2014","","1 online resource","823.912","","","","English","",""
"Virginia Woolf : selected novels","Mrs. Dalloway ; Orlando ; Room of one's own ; To the lighthouse ; Waves","016094837","Monograph","Language material ; Text","Volume","GBB252453","","9780857285027","Woolf, Virginia","1882-1941","person","","Woolf, Virginia, 1882-1941 [person]","Anthem essential classics","","England","London","Anthem","2012","","1 volume, 23 cm","823.912","","","","English","",""
"Virginia Woolf : selections from her essays","Essays. Selections","003974306","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person] ; James, Walter, 1912-2015, editor [person]","Queen's classics","","England","London","Chatto & Windus","1966","","205 pages, 20 cm","","W.P.C.97/44","","","English","",""
"Virginia Woolf : sept émissions","","011421983","Monograph","Language material ; Text","Volume","","","9782903947088","Forrester, Viviane","","person","author","Forrester, Viviane, author [person]","","","France","Paris","Éditions de l'Equinoxe","1984","2e édition","144 pages","","YA.1988.a.9891","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--1882-1941","","French","",""
"Virginia Woolf : sources of madness and art","","008748366","Monograph","Language material ; Text","Volume","GB7825637","","9780520033580","Love, Jean O.","","person","author","Love, Jean O., author [person]","","","England","Berkeley ; London","University of California Press","1977","","xiv, 379 pages, 23 cm","823.912","78/12937 ; X.0989/2042","Fiction in English--Woolf, Virginia--1882-1941--Biographies ; Fiction--Authorship--Psychological aspects ; Literature and mental illness--Great Britain--History--20th century ; Novelists, English--20th century--Psychology ; Woolf, Virginia, 1882-1941--Psychology","","English","'... first of a two-part study' - page 1 ; bibliography: p. 365-370. - Includes index",""
"Virginia Woolf : strategist of language","","009126994","Monograph","Language material ; Text","Volume","","","9780819170064 ; 9780819170071","Evans, William A.","1923-1988","person","author","Evans, William A., 1923-1988, author [person]","","","United States of America","Lanham, Maryland","America ; University Press","1989","","ix, 261 pages, 24 cm","823.912","90/07362","Woolf, Virginia, 1882-1941--Literary style","","English","",""
"Virginia Woolf : technique of symbolism in fiction","","011171196","Monograph","Language material ; Text","Volume","","","","Sahu, Lalatendu","","person","author","Sahu, Lalatendu, author [person]","","","India","New Delhi","Classical Pub","2001","","xiv, 232 pages, 23 cm","","YA.2002.a.12261","Woolf, Virginia, 1882-1941--Symbolism ; Symbolism in literature","","English","",""
"Virginia Woolf : texts and contexts : selected papers from the Fifth Annual Conference on Virginia Woolf, Otterbein College, Westerville, Ohio, June 15-18, 1995","","008129477","Monograph","Language material ; Text","Volume","GB9685057","","9780944473276 ; 9780944473283","Annual Conference on Virginia Woolf, 5th, Otterbein College","1995","meeting/conference","","Annual Conference on Virginia Woolf, 5th, Otterbein College, 1995 [meeting/conference] ; Daugherty, Beth Rigel, editor [person] ; Barrett, Eileen, editor [person]","","","England ; United States of America","London ; New York","Pace University Press","1996","","xxix, 315 pages, 1 portrait, 23 cm","823.912","96/13399 ; YC.1996.a.5224","Woolf, Virginia, 1882-1941--Criticism and interpretation--Congresses ; English fiction","","English","",""
"Virginia Woolf : the common ground : essays by Gillian Beer","","020078289","Monograph","Language material ; Text","Online resource","GBC124328","","9781474464321","Beer, Gillian","","person","author","Beer, Gillian, author [person]","","","Scotland","Edinburgh","Edinburgh University Press","2019","","1 online resource (183 pages)","823.912","ELD.DS.591433","LITERARY CRITICISM / Women Authors ; Women and literature--England--History--20th century ; Aufsatzsammlung ; Woolf, Virginia, 1882-1941--Critique et interprétation ; Woolf, Virginia, 1882-1941--Criticism and interpretation","Aufsatzsammlung ; Criticsm and interpretation ; History","English","Originally published in print: 1996",""
"Virginia Woolf : the common ground : essays","","010092111","Monograph","Language material ; Text","Volume","GB9721910","","9780748608140","Beer, Gillian","","person","author","Beer, Gillian, author [person]","","","Scotland","Edinburgh","Edinburgh University Press","1996","","183 pages, 24 cm","823.912","97/07278 ; YC.1997.b.2737","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century","","English","Includes index",""
"Virginia Woolf : the echoes enslaved","","009040280","Monograph","Language material ; Text","Volume","GB7306718","","9780521087049","McLaurin, Allen","","person","author","McLaurin, Allen, author [person]","","","England","London","Cambridge University Press","1973","","viii, 232 pages, 23 cm","823.912","73/0857 ; X.989/19919","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--Critical studies","","English","bibliography: p. 223-227. - Includes index",""
"Virginia Woolf : the echoes enslaved","","015408676","Monograph","Language material ; Text","Volume","GBA9A6231","","9780521131155","McLaurin, Allen","","person","","McLaurin, Allen [person]","","","England","Cambridge","Cambridge University Press","2010","","viii, 232 pages, 23 cm","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century","","English","Originally published: 1973",""
"Virginia Woolf : the emerging reality","","010650800","Monograph","Language material ; Text","Volume","","","","Parasuram, Laxmi","1935-","person","author","Parasuram, Laxmi, 1935-, author [person]","","","India","Burdwan","University of Burdwan","1978","","211 pages, 22 cm","","79/14673 ; X.950/11534 ; X:950/33641","Woolf, Virginia, 1882-1941","","English","",""
"Virginia Woolf : the frames of art and life","","010056885","Monograph","Language material ; Text","Volume","GB8803185","","9780333448809","Miller, C. Ruth","","person","author","Miller, C. Ruth, author [person]","","","England","Basingstoke","Macmillan","1988","","176 pages, 22 cm","823.912","89/00024 ; YC.1989.a.1067","Art and literature ; Picture frames and framing in literature ; Fiction in English--Woolf, Virginia--1882-1941 ; Woolf, Virginia, 1882-1941--Aesthetics ; Frame-stories--History and criticism","","English","",""
